country,bromeliad_id,day,class,ord,family,subfamily,genus,species,abundance,size_mm,dry_mass_mg,bromspecies,predator,resource
trini,E16,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E13,10/10/2022,Hexapoda,Orthoptera,NA,NA,NA,cricket1,1,NA,NA,guzmania_sp,absent,control
trini,E13,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,control
trini,E17,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,enriched
trini,E20,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E25,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E23,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,4,NA,NA,guzmania_sp,absent,enriched
trini,E23,10/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E23,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E30,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E18,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E18,10/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E22,10/10/2022,Hexapoda,Coleoptera,NA,NA,NA,beetle1,1,NA,NA,guzmania_sp,absent,enriched
trini,E22,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult5,1,NA,NA,guzmania_sp,absent,enriched
trini,E22,10/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,guzmania_sp,absent,enriched
trini,E27,10/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,enriched
trini,E27,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E24,10/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,enriched
trini,E8,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,8,NA,NA,vriesea_sp,absent,control
trini,E2,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E2,10/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,control
trini,E2,10/10/2022,Hexapoda,Hymenoptera,Vespidae,NA,Polistes,lanio,1,NA,NA,vriesea_sp,absent,control
trini,E19,10/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper2,1,NA,NA,guzmania_sp,absent,enriched
trini,E19,10/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E19,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E5,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,other_sp,absent,control
trini,E28,10/10/2022,Hexapoda,Diptera,Chironomidae,NA,NA,adult1,1,2.42,0.08,vriesea_sp,absent,enriched
trini,E21,10/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult3,1,4.92,0.19,guzmania_sp,absent,enriched
trini,E31,10/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E7,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,5,NA,NA,guzmania_sp,absent,control
trini,E3,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,4,NA,NA,guzmania_sp,absent,control
trini,E3,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E14,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E14,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,14,NA,NA,guzmania_sp,absent,control
trini,E10,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,control
trini,E12,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,4,NA,NA,guzmania_sp,absent,control
trini,E11,11/10/2020,Hexapoda,Hymenoptera,Vespidae,NA,Polistes,lanio,1,NA,NA,guzmania_sp,absent,control
trini,E11,11/10/2020,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,guzmania_sp,absent,control
trini,E13,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E16,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,control
trini,E15,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E15,11/10/2020,Hexapoda,Lepidoptera,NA,NA,NA,moth2,1,NA,NA,guzmania_sp,absent,control
trini,E23,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E30,11/10/2020,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,vriesea_sp,absent,enriched
trini,E28,11/10/2020,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,vriesea_sp,absent,enriched
trini,E28,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E19,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E19,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E8,11/10/2020,Hexapoda,Coleoptera,Cerambycidae,NA,NA,ceram1,1,NA,NA,vriesea_sp,absent,control
trini,E8,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E2,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,vriesea_sp,absent,control
trini,E2,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,vriesea_sp,absent,control
trini,E6,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E6,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,control
trini,E31,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,enriched
trini,E4,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,6,NA,NA,guzmania_sp,absent,control
trini,E4,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper2,1,NA,NA,guzmania_sp,absent,control
trini,E9,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,8,NA,NA,vriesea_sp,absent,control
trini,E9,11/10/2020,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,vriesea_sp,absent,control
trini,E32,11/10/2020,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E32,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,5,NA,NA,guzmania_sp,absent,enriched
trini,E1,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E1,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E1,11/10/2020,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,control
trini,E1,11/10/2020,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,control
trini,E22,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,6,NA,NA,guzmania_sp,absent,enriched
trini,E22,11/10/2020,Hexapoda,Diptera,Tipulidae,NA,NA,adult1,1,5.3,0.3,guzmania_sp,absent,enriched
trini,E27,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,enriched
trini,E27,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,vriesea_sp,absent,enriched
trini,E27,11/10/2020,Hexapoda,Diptera,Chironomidae,NA,NA,adult2,1,2.2,0.02,vriesea_sp,absent,enriched
trini,E21,11/10/2020,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,11/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,11/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult5,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,11/10/2020,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E18,11/10/2020,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E7,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E7,12/10/2022,Hexapoda,Diptera,Psychodidae,NA,NA,adult1,1,NA,NA,guzmania_sp,absent,control
trini,E32,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E11,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E16,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E13,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E17,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E20,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,enriched
trini,E30,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E19,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,enriched
trini,E19,12/10/2022,Hexapoda,Diptera,Chironomidae,NA,NA,adult3,1,busted,NA,guzmania_sp,absent,enriched
trini,E21,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E2,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E31,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E29,12/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,vriesea_sp,absent,enriched
trini,E4,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E3,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E1,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E14,12/10/2022,Hexapoda,Lepidoptera,NA,NA,NA,moth1,1,NA,NA,guzmania_sp,absent,control
trini,E27,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,enriched
trini,E27,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E27,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,3,NA,vriesea_sp,absent,enriched
trini,E27,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,4,NA,vriesea_sp,absent,enriched
trini,E19,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E8,12/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,3,NA,NA,vriesea_sp,absent,control
trini,E8,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,vriesea_sp,absent,control
trini,E8,12/10/2022,Hexapoda,Diptera,Phoridae,NA,NA,phor1,1,NA,NA,vriesea_sp,absent,control
trini,E6,12/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E6,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,4,NA,guzmania_sp,absent,control
trini,E6,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,4,NA,guzmania_sp,absent,control
trini,E6,12/10/2022,Hexapoda,Diptera,Chironomidae,NA,NA,adult3,1,2,NA,guzmania_sp,absent,control
trini,E26,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,2.5,NA,guzmania_sp,absent,enriched
trini,E22,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult5,1,5,NA,guzmania_sp,absent,enriched
trini,E23,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,3,NA,guzmania_sp,absent,enriched
trini,E1,12/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult3,1,5.1,1.13,guzmania_sp,absent,control
trini,E4,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E4,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E4,13/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,guzmania_sp,absent,control
trini,E9,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E7,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E14,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E14,13/10/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,ant2,2,NA,NA,guzmania_sp,absent,control
trini,E1,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E1,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E12,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E13,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E13,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E17,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E18,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,5,NA,NA,guzmania_sp,absent,enriched
trini,E22,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,enriched
trini,E23,13/10/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,ant2,3,NA,NA,guzmania_sp,absent,enriched
trini,E32,13/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,guzmania_sp,absent,enriched
trini,E32,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E32,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,NA,NA,guzmania_sp,absent,enriched
trini,E3,13/10/2022,Chelicerata,Araneae,Salticidae,NA,NA,jumpspid1,1,NA,NA,guzmania_sp,absent,control
trini,E3,13/10/2022,Hexapoda,Diptera,Chironomidae,NA,NA,adult3,1,1.98,NA,guzmania_sp,absent,control
trini,E10,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E16,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E25,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E20,13/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E20,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E23,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E23,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,NA,NA,guzmania_sp,absent,enriched
trini,E19,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,enriched
trini,E8,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,vriesea_sp,absent,control
trini,E8,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,vriesea_sp,absent,control
trini,E21,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper2,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E2,13/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,vriesea_sp,absent,control
trini,E2,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E2,13/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,vriesea_sp,absent,control
trini,E2,13/10/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,ant2,1,NA,NA,vriesea_sp,absent,control
trini,E2,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,vriesea_sp,absent,control
trini,E6,13/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E6,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,NA,NA,guzmania_sp,absent,control
trini,E26,13/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E4,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E4,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E4,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,control
trini,E32,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E32,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E26,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E3,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E3,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E1,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,control
trini,E1,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E11,14/10/2022,Hexapoda,Diptera,Micropezidae,NA,NA,micropez1,1,NA,NA,guzmania_sp,absent,control
trini,E10,14/10/2022,Hexapoda,Diptera,NA,NA,NA,fly1,1,NA,NA,guzmania_sp,absent,control
trini,E16,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E17,14/10/2022,Hexapoda,Coleoptera,Coccinellidae,NA,NA,cocc1,1,NA,NA,guzmania_sp,absent,enriched
trini,E30,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E18,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,enriched
trini,E18,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E18,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E22,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E24,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E28,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E31,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,enriched
trini,E2,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,vriesea_sp,absent,control
trini,E5,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,other_sp,absent,control
trini,E29,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,enriched
trini,E9,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,control
trini,E9,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,vriesea_sp,absent,control
trini,E9,14/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,vriesea_sp,absent,control
trini,E9,14/10/2022,Hexapoda,Diptera,Chironomidae,NA,NA,adult4,1,2,0.06,vriesea_sp,absent,control
trini,E7,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E7,14/10/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,doli1,1,NA,NA,guzmania_sp,absent,control
trini,E7,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E7,14/10/2022,Chelicerata,Araneae,NA,NA,NA,spider2,1,NA,NA,guzmania_sp,absent,control
trini,E14,14/10/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,ant3,1,NA,NA,guzmania_sp,absent,control
trini,E14,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E14,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper2,1,NA,NA,guzmania_sp,absent,control
trini,E14,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,3,NA,NA,guzmania_sp,absent,control
trini,E13,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E27,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,vriesea_sp,absent,enriched
trini,E21,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper2,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,14/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E21,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E8,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,vriesea_sp,absent,control
trini,E6,14/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,2,NA,NA,guzmania_sp,absent,control
trini,E6,14/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,control
trini,E8,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,vriesea_sp,absent,control
trini,E19,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,2,NA,NA,guzmania_sp,absent,enriched
trini,E23,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E23,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,NA,NA,guzmania_sp,absent,enriched
trini,E15,14/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult4,1,NA,NA,guzmania_sp,absent,control
trini,E13,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,control
trini,E13,15/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,control
trini,E13,15/10/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,ceci1,1,NA,NA,guzmania_sp,absent,control
trini,E20,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult6,1,NA,NA,guzmania_sp,absent,enriched
trini,E12,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,control
trini,E3,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,control
trini,E31,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,guzmania_sp,absent,enriched
trini,E6,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,2,NA,NA,guzmania_sp,absent,control
trini,E32,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E32,15/10/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,hopper1,1,NA,NA,guzmania_sp,absent,enriched
trini,E32,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult5,2,NA,NA,guzmania_sp,absent,enriched
trini,E5,15/10/2022,Hexapoda,Diptera,Tipulidae,NA,NA,adult2,1,NA,NA,other_sp,absent,control
trini,E9,15/10/2022,Hexapoda,Lepidoptera,NA,NA,NA,butt1,1,NA,NA,vriesea_sp,absent,control
trini,E9,15/10/2022,Hexapoda,Diptera,NA,NA,NA,fly2,2,NA,NA,vriesea_sp,absent,control
trini,E9,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,vriesea_sp,absent,control
trini,E7,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
trini,E26,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,enriched
trini,E3,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,2,NA,NA,guzmania_sp,absent,control
trini,E14,15/10/2022,Hexapoda,NA,NA,NA,NA,mini1,1,NA,NA,guzmania_sp,absent,control
